track,currentTranscription
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk14.mp3,I picked up the lid to move it before the varnish was dry with another interesting thing you can see in the varnish on the mummy board
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk15.mp3,Lidl over some of the hieroglyphs there's a much darker patch of yellow this is happened because the inscription has been rewritten and then re
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk16.mp3,but it's only in the area when this power Shepherds job titles have been written and if you know where to look you can see that this change
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk17.mp3,mate almost every time left Polish efforts name and titles appear this suggest that he got promoted between the time that is coffee
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk18.mp3,made and when he died and it tells us to other things first of all it shows just how important status was even
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk19.mp3,and also it shows us that some people at least would get ready for burial well before death to hear some
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk2.mp3,we call this a mummy board it's displayed in a separate case we've x-rayed all of nest
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk20.mp3,how the inner coffin was constructed or to find out more about Egyptian job titles select the more button
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk3.mp3,coffee set and also CT scan be in a coffin just giving us a chance to understand an extraordinary detail the way the coffins were constructed
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk4.mp3,how many surprises under the almost perfect surface are made of long planks and actually constructed from several pieces of wood cleverly joint
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk5.mp3,and a lot of places the sections clearly made of reused wood some of which appears to come from earlier coffins the lid of the in a coffin
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk6.mp3,split during manufacture and had to be repaired using a small cramp across the chest the Cramp is flooded at both ends and is known as the butterfly crab
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk7.mp3,before the coffins for decorators all the gaps and floors were filled with the coarse calcite paste on the motherboard
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk8.mp3,the wing area was built up using a coarse Brown paste made of clay and calcite on the inner coffin of textile was glued over most of the wood
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-010_Chunk9.mp3,I help make a good surface for the decoration on top of this for the level of fine white calcite paste then the decoration was
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk0.mp3,this coffin is different from the others have seen so far because it's not made of wood is made of linen and animal glue
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk1.mp3,cereal cotton are the weights produced is a bit like making a papier mache igloo replaced over and Mummy shaped core that was made of money
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk10.mp3,down the front of the mummy case this also tells us that his father his grandfather and his great grandfather all did the same job
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk11.mp3,his great great grandfather is also listed on there as a priest in the same temple of death burial was
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk12.mp3,intact in his tomb and his body was originally inside the mummy case it was taken out by the excavators but we don't know what
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk13.mp3,afterwards we have most of the burial equipment found with him which you can see displayed here to including the box of tiny figures
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk14.mp3,would you had with him in the afterlife to do manual work for him but his body didn't get ship to the Fitzwilliam Museum
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk15.mp3,it may well have been in bad condition after it is removed from the mummy case and unwrapped we do know when he died though because the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk16.mp3,it's reported that some of the linen around his body was inscribed with the date that we can equate to about 900 BC
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk2.mp3,and coated with coarse chips and paste The Pretenders left uncovered then the slit was cut all the way up the bag and the core was scraped out
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk3.mp3,Michel this was plastered with a fine calculated based on the outside or inside the car tonight case was released
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk4.mp3,then the football was placed on or pegged on finally the whole thing was decorated this mummy cases on usual
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk5.mp3,the surface have been Carved Into a leaf in some places you can see how the figures of the gods shown on the front stand out from the background and they're really delicate
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk6.mp3,into the plastering places for example the hand of the goddess holding a Feather which you can see underneath the wing of a Falcon on your left as you look at the Mummy case
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk7.mp3,this cartoon has mummy case belong to a man called knocked off mood he worked at the great temple of Amun re king of the God
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk8.mp3,Karnak his job there was open the doors of the innermost Shrine of the temple which was where the God himself lived
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-011_Chunk9.mp3,he had to do this first thing in the morning when the statue of the God in the Shrine came back to life we know what his job was from
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk0.mp3,these fragments are some of the veneer panels that will one fixed to the outside of a huge wooden coffin made for a man called Harry
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk1.mp3,he was an important official who lived around 7452 650 BC at abydos a site which was always extremely
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk10.mp3,there was often a statue of Anubis on the top of the lid and figures of Falcon shaped God's were sometimes perched on the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk11.mp3,the corner posts so it was quite an elaborate structure and inside they would have been at least two more anthropoid coffins nested one
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk12.mp3,the other like Russian dolls
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk2.mp3,listen to the ancient Egyptians because it was where they believe the God Osiris was buried the Coffin was originally over two and a half m
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk3.mp3,and over a metre wide these panels are acacia wood they've been carved create lines of texts which have then been filled with paste
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk4.mp3,white calcite the colour of the wood has been enhanced by robbing a red Earth pigment into it might have been done to make you would look more like Cedar so much
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk5.mp3,fencing material in Acacia panel has holes drilled through it they we used to get to the underlying carcass of the Coffin using wooden dowels
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk6.mp3,on the back some of the panels we found remains of animal glue so it looks as if they were stuck on as well as paid the carcass itself which was probably made
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk7.mp3,quality timber has survived and we suspect it may been eaten by insects that some of the veneer panels were attacked by termites
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk8.mp3,cute corner post on the same coffin has also survived is disposed separately together with a modern reconstruction of a post which shows how it fitted onto the car
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-012_Chunk9.mp3,coffins with this kind of corner post and known as Kersey coffins the lid of the Coffin would have been voted or curved
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk0.mp3,these two coffins Were Made For A Man Called Parker poo he was a water pourer on the west of Thieves about 680 to 6
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk1.mp3,BC this means that he was someone who was employed by Rich families to look after the Cult of their dead relatives
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk10.mp3,flatbase the feet of the two coffins are also different both coffins are basically made of Sycamore
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk11.mp3,I explain them we can see that the logic often was constructed from an extraordinary number of pieces of wood including some parts made of a jigsaw of small
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk12.mp3,fitting bits and lots of slither of the wood inserted into gaps we can also see that the timber been damaged by insects before the Coffin was put together
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk13.mp3,maybe you have been lying around for a while before it was used the gaps and other large spaces with then filled up with a course pink paste would you can see where the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk14.mp3,has been lost what has been shaped differently and better made the inner coffin is different in the way it's been decorated
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk15.mp3,the Coffin has been covered with a couple of layers of linen and glue more like a material known as cotton and the decoration painted on it runs over the joint
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk16.mp3,send it in the box for the body must have been inside the Coffin before the decoration was applied this makes it very like a cartoon ice mummies case
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk17.mp3,that probably explains why the box has a curved shape you will also see that was a plinth under the feet this is like the space left for attaching a football
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk2.mp3,his key functions would have been to visit the teams regularly and Paul water as part of the offering rituals that the dead needed to continue in the afterlife
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk3.mp3,is pay came in the form of produce from land allocated to him by the family he was not one of the highest rank
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk4.mp3,in the area and you can see that the quality of the inscriptions and decoration is not the best the coffins would have been one inside the other
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk5.mp3,and may originally have been inside a type of coffin with four corner posts call the curcic often there are some subtle differences between the two
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk6.mp3,the logic often has a flatter lid for the lid of the smaller in a one is more curved notice also
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk7.mp3,in a coffin park has a long beard it was originally curved at the end but that part is missing a beard shape
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk8.mp3,means that he was being shown as a god probably Osiris but on the other coffin he has a short straight beard and an Egyptian
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-013_Chunk9.mp3,that signifies he's an ordinary man the box of the Inner coffin is also much more curved underneath and the larger one which has a
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk0.mp3,from 5 to 5 BC Egypt was ruled more and more often by foreigners first by the Persians then the Greeks
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk1.mp3,later on it became part of the Roman Empire but burial Customs stayed unchanged on the whole this was made
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk10.mp3,which indicates eternity circle that have been drawn around a Centre Point if you look carefully you can see the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk11.mp3,the draughtsman held the sharp point Andrew the circles probably using the read pen attached to a string alternatively some sort of beam compass may have been you
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk2.mp3,Georgia hair who lived after the first period of Persian rule about 380 to 300 BC it's immediately
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk3.mp3,sizeable is being Egyptian from is anthropoid shape and the decoration with Egyptian gods and hieroglyphic inscriptions the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk4.mp3,tell us that he was the son of a man called Santa and his mother was he said where it the shape though is typical of a
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk5.mp3,at this time because it's broader the shoulders than earlier coffins and also the elaborate collar around his neck is placed lower down
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk6.mp3,it seems to start part way down his shoulders is shown with a long curled beard which one by God
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk7.mp3,the skin of his face is Golden like the skin of Gods women to understand from this that he is in the form of the God Osiris
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk8.mp3,curious feature of the Coffin lid is the way that the face is skewed when you look at the way it's card especially the angle of the two eyes it looks almost as
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-014_Chunk9.mp3,the face is 60 covered with gold leaf on the base of the foot board for the large circular hieroglyphics called Shane
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk0.mp3,when the Romans ruled Egypt they brought with them from new ideas and New Materials this mummy is wrapped in a Shroud made of a single piece of plain weave
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk1.mp3,it's folded neatly over the feet but gathered more roughly at the top of the head and stuck in place it was painted bright Scarlet the colour
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk10.mp3,the resting on the chest we can also see you there to Narrow wooden planks in for the wrappings tidying up with bandages presumably to support the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk11.mp3,how to make the whole package stiff the portrait was painted by the encaustic technique using beeswax mixed with various pigments
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk12.mp3,this has been painted on using a brush and a tool a bit like a palette knife in the conservation studio area of the exhibition you can see a video showing this process
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk2.mp3,mix with calcite or chalk and carbon-based black all in the beeswax medium analysis has shown that the Romans brought this red lead
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk3.mp3,remind me at 3 in Spain where it was a by-product of silver smelting but it is effectively a coffin there's an opening in the front
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk4.mp3,panel of wood which has a portrait of the man inside the wrappings this is a radical new departure it's a totally different way of showing a person
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk5.mp3,traditional Egyptian style of depiction in that it looks very individual and not stylised I think the native Egyptians would have been quite sure
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk6.mp3,see this and especially to see that there are no inscriptions at all on the Shroud so there is no way of identifying the person inside except
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk7.mp3,this would have been Unthinkable in earlier periods in Egypt there are the recognisable Egyptian symbols in gold on the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk8.mp3,mummy has been CT scan at Addenbrooke's Hospital and we can see the body of the man inside he was about 100 cm
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-015_Chunk9.mp3,probably early 20s but there is no indication of wide-eyed the body has been rather squashed into the wrappings with a headpiece
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-016_Chunk0.mp3,thanks for coming to the exhibition today if you want to know more about the objects in the exhibition there's a catalogue for sale in the shop
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-016_Chunk1.mp3,if you want to know more about the ancient Egyptians please do visit our Egyptian galleries in the main part of the museum exhibition runs until the 20th
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-016_Chunk2.mp3,may we look forward to welcoming you back for another visit to the after life of the ancient Egyptians if this is the end of your visit today
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-016_Chunk3.mp3,please do remember to return this device before you leave thank you again for your visit
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-099_Chunk0.mp3,hello thank you for coming to the Fitzwilliam Museum today my name is Helen Strudwick and I'm leaving apologist at the Museum
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-099_Chunk1.mp3,and my name is Julie Dawson I'm head of conservation at the Museum and together Helen and I will be taking you around the exhibition death on the Nile
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-099_Chunk2.mp3,the afterlife of ancient Egypt will be sharing some of our insights into the life of the ancient Egyptians and the cross when he created these remarkable works of art
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk0.mp3,CT scan of the Inner coffin show that each of the Long sides of the Coffin boxes made from two planks head part is made of 3 curved pieces of
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk1.mp3,Join Together with tenants this type of joint is called coopering and is used in making wooden barrel but when we look at the CT scans we can see
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk2.mp3,list of the timber has been massively reworked the bits of wood filling old mortars and dolls that just stop at the edge of thanks rather than actually pegging pieces of wood together
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk3.mp3,the side panels probably come from an older coughing that had a difference to the wet the mortar says along the top Edge have been re-cut and the panel has been
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk4.mp3,with extra pieces of wood added to give the Coffin the correct profile the lid of the Inner coffin is basically made of a single piece of sida
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk5.mp3,Egyptian tree the room consists of pieces of Sycamore fig and Cedar and the feet and footboard are cut from one piece of Sycamore fig
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk6.mp3,with lots of extra pieces of wood filling in gaps the head invalid you can see quite clearly whole pieces of wood we used to patch in any spaces
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk7.mp3,The Carpenters who made this little problem when they came to fit the face to the lid as they draw the hole for a doll that would hold the face in place
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk8.mp3,that was inserted the main plank appears to have split and had to be held together with an extra doll and a small butterfly cramp also the leg section of the
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-100_Chunk9.mp3,got damaged at some point because the naughty central area had to be checked out and filled his two extra pieces of wood
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-600_Chunk0.mp3,the blue pigment that we call Egyptian blue in this particular bands of infrared radiation when it's lit with what we call visible light which is the wavelength
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-600_Chunk1.mp3,human eye can see if we use a sensitive camera for the filters to let only those band of infrared through it will pick up the infrared
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-600_Chunk2.mp3,you look at the images produced this way all the Egyptian blue including even my new particles shows up as bright white on the photograph this can help us recognise where it
https://fitz-audio-guide-micropasts.s3.eu-west-2.amazonaws.com/Nile-600_Chunk3.mp3,who has been used but is now lost in decoration and it also shows up traces of Lost inscriptions
